Provincias;Edad (3 grupos de edad);Españoles/Extranjeros;Sexo;Año;Total
07 Balears, Illes;TOTAL EDADES;Extranjeros;Hombres;2019;103.206
07 Balears, Illes;TOTAL EDADES;Extranjeros;Mujeres;2019;101.781
07 Balears, Illes;TOTAL EDADES;% Extranjeros;Ambos sexos;2019;17,83
07 Balears, Illes;TOTAL EDADES;% Extranjeros;Hombres;2019;18,02
07 Balears, Illes;TOTAL EDADES;% Extranjeros;Mujeres;2019;17,65
07 Balears, Illes;0-15 años;TOTAL;Ambos sexos;2019;185.023
07 Balears, Illes;0-15 años;TOTAL;Hombres;2019;95.108
07 Balears, Illes;0-15 años;TOTAL;Mujeres;2019;89.915
07 Balears, Illes;0-15 años;Españoles;Ambos sexos;2019;155.300
07 Balears, Illes;0-15 años;Españoles;Hombres;2019;79.945
07 Balears, Illes;0-15 años;Españoles;Mujeres;2019;75.355
07 Balears, Illes;0-15 años;Extranjeros;Ambos sexos;2019;29.723
07 Balears, Illes;0-15 años;Extranjeros;Hombres;2019;15.163
07 Balears, Illes;0-15 años;Extranjeros;Mujeres;2019;14.560
07 Balears, Illes;0-15 años;% Extranjeros;Ambos sexos;2019;16,06
07 Balears, Illes;0-15 años;% Extranjeros;Hombres;2019;15,94
07 Balears, Illes;0-15 años;% Extranjeros;Mujeres;2019;16,19
07 Balears, Illes;16-64 años;TOTAL;Ambos sexos;2019;785.793
07 Balears, Illes;16-64 años;TOTAL;Hombres;2019;398.260
07 Balears, Illes;16-64 años;TOTAL;Mujeres;2019;387.533
07 Balears, Illes;16-64 años;Españoles;Ambos sexos;2019;625.467
07 Balears, Illes;16-64 años;Españoles;Hombres;2019;317.084
07 Balears, Illes;16-64 años;Españoles;Mujeres;2019;308.383
07 Balears, Illes;16-64 años;Extranjeros;Ambos sexos;2019;160.326
07 Balears, Illes;16-64 años;Extranjeros;Hombres;2019;81.176
07 Balears, Illes;16-64 años;Extranjeros;Mujeres;2019;79.150
07 Balears, Illes;16-64 años;% Extranjeros;Ambos sexos;2019;20,40
07 Balears, Illes;16-64 años;% Extranjeros;Hombres;2019;20,38
07 Balears, Illes;16-64 años;% Extranjeros;Mujeres;2019;20,42
07 Balears, Illes;65 y más;TOTAL;Ambos sexos;2019;178.644
07 Balears, Illes;65 y más;TOTAL;Hombres;2019;79.389
07 Balears, Illes;65 y más;TOTAL;Mujeres;2019;99.255
07 Balears, Illes;65 y más;Españoles;Ambos sexos;2019;163.706
07 Balears, Illes;65 y más;Españoles;Hombres;2019;72.522
07 Balears, Illes;65 y más;Españoles;Mujeres;2019;91.184
07 Balears, Illes;65 y más;Extranjeros;Ambos sexos;2019;14.938
07 Balears, Illes;65 y más;Extranjeros;Hombres;2019;6.867
07 Balears, Illes;65 y más;Extranjeros;Mujeres;2019;8.071
07 Balears, Illes;65 y más;% Extranjeros;Ambos sexos;2019;8,36
07 Balears, Illes;65 y más;% Extranjeros;Hombres;2019;8,65
07 Balears, Illes;65 y más;% Extranjeros;Mujeres;2019;8,13
08 Barcelona;TOTAL EDADES;TOTAL;Ambos sexos;2019;5.664.579
08 Barcelona;TOTAL EDADES;TOTAL;Hombres;2019;2.762.689
08 Barcelona;TOTAL EDADES;TOTAL;Mujeres;2019;2.901.890
08 Barcelona;TOTAL EDADES;Españoles;Ambos sexos;2019;4.860.870
08 Barcelona;TOTAL EDADES;Españoles;Hombres;2019;2.353.511
08 Barcelona;TOTAL EDADES;Españoles;Mujeres;2019;2.507.359
08 Barcelona;TOTAL EDADES;Extranjeros;Ambos sexos;2019;803.709
08 Barcelona;TOTAL EDADES;Extranjeros;Hombres;2019;409.178
08 Barcelona;TOTAL EDADES;Extranjeros;Mujeres;2019;394.531
08 Barcelona;TOTAL EDADES;% Extranjeros;Ambos sexos;2019;14,19
08 Barcelona;TOTAL EDADES;% Extranjeros;Hombres;2019;14,81
08 Barcelona;TOTAL EDADES;% Extranjeros;Mujeres;2019;13,60
08 Barcelona;0-15 años;TOTAL;Ambos sexos;2019;913.520
08 Barcelona;0-15 años;TOTAL;Hombres;2019;470.313
08 Barcelona;0-15 años;TOTAL;Mujeres;2019;443.207
08 Barcelona;0-15 años;Españoles;Ambos sexos;2019;790.857
08 Barcelona;0-15 años;Españoles;Hombres;2019;406.857
08 Barcelona;0-15 años;Españoles;Mujeres;2019;384.000
08 Barcelona;0-15 años;Extranjeros;Ambos sexos;2019;122.663
08 Barcelona;0-15 años;Extranjeros;Hombres;2019;63.456
08 Barcelona;0-15 años;Extranjeros;Mujeres;2019;59.207
08 Barcelona;0-15 años;% Extranjeros;Ambos sexos;2019;13,43
08 Barcelona;0-15 años;% Extranjeros;Hombres;2019;13,49
08 Barcelona;0-15 años;% Extranjeros;Mujeres;2019;13,36
08 Barcelona;16-64 años;TOTAL;Ambos sexos;2019;3.681.815
08 Barcelona;16-64 años;TOTAL;Hombres;2019;1.840.533
08 Barcelona;16-64 años;TOTAL;Mujeres;2019;1.841.282
08 Barcelona;16-64 años;Españoles;Ambos sexos;2019;3.028.295
08 Barcelona;16-64 años;Españoles;Hombres;2019;1.506.278
08 Barcelona;16-64 años;Españoles;Mujeres;2019;1.522.017
08 Barcelona;16-64 años;Extranjeros;Ambos sexos;2019;653.520
08 Barcelona;16-64 años;Extranjeros;Hombres;2019;334.255
08 Barcelona;16-64 años;Extranjeros;Mujeres;2019;319.265
08 Barcelona;16-64 años;% Extranjeros;Ambos sexos;2019;17,75
08 Barcelona;16-64 años;% Extranjeros;Hombres;2019;18,16
08 Barcelona;16-64 años;% Extranjeros;Mujeres;2019;17,34
08 Barcelona;65 y más;TOTAL;Ambos sexos;2019;1.069.244
08 Barcelona;65 y más;TOTAL;Hombres;2019;451.843
08 Barcelona;65 y más;TOTAL;Mujeres;2019;617.401
08 Barcelona;65 y más;Españoles;Ambos sexos;2019;1.041.718
08 Barcelona;65 y más;Españoles;Hombres;2019;440.376
08 Barcelona;65 y más;Españoles;Mujeres;2019;601.342
08 Barcelona;65 y más;Extranjeros;Ambos sexos;2019;27.526
08 Barcelona;65 y más;Extranjeros;Hombres;2019;11.467
08 Barcelona;65 y más;Extranjeros;Mujeres;2019;16.059
08 Barcelona;65 y más;% Extranjeros;Ambos sexos;2019;2,57
08 Barcelona;65 y más;% Extranjeros;Hombres;2019;2,54
08 Barcelona;65 y más;% Extranjeros;Mujeres;2019;2,60
48 Bizkaia;TOTAL EDADES;TOTAL;Ambos sexos;2019;1.152.651
48 Bizkaia;TOTAL EDADES;TOTAL;Hombres;2019;556.212
48 Bizkaia;TOTAL EDADES;TOTAL;Mujeres;2019;596.439
48 Bizkaia;TOTAL EDADES;Españoles;Ambos sexos;2019;1.074.473
48 Bizkaia;TOTAL EDADES;Españoles;Hombres;2019;517.502
48 Bizkaia;TOTAL EDADES;Españoles;Mujeres;2019;556.971
48 Bizkaia;TOTAL EDADES;Extranjeros;Ambos sexos;2019;78.178
48 Bizkaia;TOTAL EDADES;Extranjeros;Hombres;2019;38.710
48 Bizkaia;TOTAL EDADES;Extranjeros;Mujeres;2019;39.468
48 Bizkaia;TOTAL EDADES;% Extranjeros;Ambos sexos;2019;6,78
48 Bizkaia;TOTAL EDADES;% Extranjeros;Hombres;2019;6,96
48 Bizkaia;TOTAL EDADES;% Extranjeros;Mujeres;2019;6,62
48 Bizkaia;0-15 años;TOTAL;Ambos sexos;2019;161.688
48 Bizkaia;0-15 años;TOTAL;Hombres;2019;82.976
48 Bizkaia;0-15 años;TOTAL;Mujeres;2019;78.712
48 Bizkaia;0-15 años;Españoles;Ambos sexos;2019;150.066
48 Bizkaia;0-15 años;Españoles;Hombres;2019;76.997
48 Bizkaia;0-15 años;Españoles;Mujeres;2019;73.069
48 Bizkaia;0-15 años;Extranjeros;Ambos sexos;2019;11.622
48 Bizkaia;0-15 años;Extranjeros;Hombres;2019;5.979
48 Bizkaia;0-15 años;Extranjeros;Mujeres;2019;5.643
48 Bizkaia;0-15 años;% Extranjeros;Ambos sexos;2019;7,19
48 Bizkaia;0-15 años;% Extranjeros;Hombres;2019;7,21
48 Bizkaia;0-15 años;% Extranjeros;Mujeres;2019;7,17
48 Bizkaia;16-64 años;TOTAL;Ambos sexos;2019;728.783
48 Bizkaia;16-64 años;TOTAL;Hombres;2019;363.501
48 Bizkaia;16-64 años;TOTAL;Mujeres;2019;365.282
48 Bizkaia;16-64 años;Españoles;Ambos sexos;2019;664.186
48 Bizkaia;16-64 años;Españoles;Hombres;2019;331.539
48 Bizkaia;16-64 años;Españoles;Mujeres;2019;332.647
48 Bizkaia;16-64 años;Extranjeros;Ambos sexos;2019;64.597
48 Bizkaia;16-64 años;Extranjeros;Hombres;2019;31.962
48 Bizkaia;16-64 años;Extranjeros;Mujeres;2019;32.635
48 Bizkaia;16-64 años;% Extranjeros;Ambos sexos;2019;8,86
48 Bizkaia;16-64 años;% Extranjeros;Hombres;2019;8,79
48 Bizkaia;16-64 años;% Extranjeros;Mujeres;2019;8,93
48 Bizkaia;65 y más;TOTAL;Ambos sexos;2019;262.180
48 Bizkaia;65 y más;TOTAL;Hombres;2019;109.735
48 Bizkaia;65 y más;TOTAL;Mujeres;2019;152.445
48 Bizkaia;65 y más;Españoles;Ambos sexos;2019;260.221
48 Bizkaia;65 y más;Españoles;Hombres;2019;108.966
48 Bizkaia;65 y más;Españoles;Mujeres;2019;151.255
48 Bizkaia;65 y más;Extranjeros;Ambos sexos;2019;1.959
48 Bizkaia;65 y más;Extranjeros;Hombres;2019;769
48 Bizkaia;65 y más;Extranjeros;Mujeres;2019;1.190
48 Bizkaia;65 y más;% Extranjeros;Ambos sexos;2019;0,75
48 Bizkaia;65 y más;% Extranjeros;Hombres;2019;0,70
48 Bizkaia;65 y más;% Extranjeros;Mujeres;2019;0,78
09 Burgos;TOTAL EDADES;TOTAL;Ambos sexos;2019;356.958
09 Burgos;TOTAL EDADES;TOTAL;Hombres;2019;178.230
09 Burgos;TOTAL EDADES;TOTAL;Mujeres;2019;178.728
09 Burgos;TOTAL EDADES;Españoles;Ambos sexos;2019;330.488
09 Burgos;TOTAL EDADES;Españoles;Hombres;2019;165.067
09 Burgos;TOTAL EDADES;Españoles;Mujeres;2019;165.421
09 Burgos;TOTAL EDADES;Extranjeros;Ambos sexos;2019;26.470
09 Burgos;TOTAL EDADES;Extranjeros;Hombres;2019;13.163
09 Burgos;TOTAL EDADES;Extranjeros;Mujeres;2019;13.307
09 Burgos;TOTAL EDADES;% Extranjeros;Ambos sexos;2019;7,42
09 Burgos;TOTAL EDADES;% Extranjeros;Hombres;2019;7,39
09 Burgos;TOTAL EDADES;% Extranjeros;Mujeres;2019;7,45
09 Burgos;0-15 años;TOTAL;Ambos sexos;2019;49.044
09 Burgos;0-15 años;TOTAL;Hombres;2019;25.162
09 Burgos;0-15 años;TOTAL;Mujeres;2019;23.882
09 Burgos;0-15 años;Españoles;Ambos sexos;2019;44.669
09 Burgos;0-15 años;Españoles;Hombres;2019;22.956
09 Burgos;0-15 años;Españoles;Mujeres;2019;21.713
09 Burgos;0-15 años;Extranjeros;Ambos sexos;2019;4.375
09 Burgos;0-15 años;Extranjeros;Hombres;2019;2.206
09 Burgos;0-15 años;Extranjeros;Mujeres;2019;2.169
09 Burgos;0-15 años;% Extranjeros;Ambos sexos;2019;8,92
09 Burgos;0-15 años;% Extranjeros;Hombres;2019;8,77
09 Burgos;0-15 años;% Extranjeros;Mujeres;2019;9,08
09 Burgos;16-64 años;TOTAL;Ambos sexos;2019;223.202
09 Burgos;16-64 años;TOTAL;Hombres;2019;114.775
09 Burgos;16-64 años;TOTAL;Mujeres;2019;108.427
09 Burgos;16-64 años;Españoles;Ambos sexos;2019;201.878
09 Burgos;16-64 años;Españoles;Hombres;2019;104.176
09 Burgos;16-64 años;Españoles;Mujeres;2019;97.702
09 Burgos;16-64 años;Extranjeros;Ambos sexos;2019;21.324
09 Burgos;16-64 años;Extranjeros;Hombres;2019;10.599
09 Burgos;16-64 años;Extranjeros;Mujeres;2019;10.725
09 Burgos;16-64 años;% Extranjeros;Ambos sexos;2019;9,55
09 Burgos;16-64 años;% Extranjeros;Hombres;2019;9,23
09 Burgos;16-64 años;% Extranjeros;Mujeres;2019;9,89
09 Burgos;65 y más;TOTAL;Ambos sexos;2019;84.712
09 Burgos;65 y más;TOTAL;Hombres;2019;38.293
09 Burgos;65 y más;TOTAL;Mujeres;2019;46.419
09 Burgos;65 y más;Españoles;Ambos sexos;2019;83.941
09 Burgos;65 y más;Españoles;Hombres;2019;37.935
09 Burgos;65 y más;Españoles;Mujeres;2019;46.006
09 Burgos;65 y más;Extranjeros;Ambos sexos;2019;771
09 Burgos;65 y más;Extranjeros;Hombres;2019;358
09 Burgos;65 y más;Extranjeros;Mujeres;2019;413
09 Burgos;65 y más;% Extranjeros;Ambos sexos;2019;0,91
09 Burgos;65 y más;% Extranjeros;Hombres;2019;0,93
09 Burgos;65 y más;% Extranjeros;Mujeres;2019;0,89
10 Cáceres;TOTAL EDADES;TOTAL;Ambos sexos;2019;394.151
10 Cáceres;TOTAL EDADES;TOTAL;Hombres;2019;195.388
10 Cáceres;TOTAL EDADES;TOTAL;Mujeres;2019;198.763
10 Cáceres;TOTAL EDADES;Españoles;Ambos sexos;2019;380.987
10 Cáceres;TOTAL EDADES;Españoles;Hombres;2019;188.733
10 Cáceres;TOTAL EDADES;Españoles;Mujeres;2019;192.254
10 Cáceres;TOTAL EDADES;Extranjeros;Ambos sexos;2019;13.164
10 Cáceres;TOTAL EDADES;Extranjeros;Hombres;2019;6.655
10 Cáceres;TOTAL EDADES;Extranjeros;Mujeres;2019;6.509
10 Cáceres;TOTAL EDADES;% Extranjeros;Ambos sexos;2019;3,34
10 Cáceres;TOTAL EDADES;% Extranjeros;Hombres;2019;3,41
10 Cáceres;TOTAL EDADES;% Extranjeros;Mujeres;2019;3,27
10 Cáceres;0-15 años;TOTAL;Ambos sexos;2019;51.928
10 Cáceres;0-15 años;TOTAL;Hombres;2019;26.635
10 Cáceres;0-15 años;TOTAL;Mujeres;2019;25.293
10 Cáceres;0-15 años;Españoles;Ambos sexos;2019;49.831
10 Cáceres;0-15 años;Españoles;Hombres;2019;25.562
10 Cáceres;0-15 años;Españoles;Mujeres;2019;24.269
10 Cáceres;0-15 años;Extranjeros;Ambos sexos;2019;2.097
10 Cáceres;0-15 años;Extranjeros;Hombres;2019;1.073
10 Cáceres;0-15 años;Extranjeros;Mujeres;2019;1.024
10 Cáceres;0-15 años;% Extranjeros;Ambos sexos;2019;4,04
10 Cáceres;0-15 años;% Extranjeros;Hombres;2019;4,03
10 Cáceres;0-15 años;% Extranjeros;Mujeres;2019;4,05
10 Cáceres;16-64 años;TOTAL;Ambos sexos;2019;251.771
10 Cáceres;16-64 años;TOTAL;Hombres;2019;129.047
10 Cáceres;16-64 años;TOTAL;Mujeres;2019;122.724
10 Cáceres;16-64 años;Españoles;Ambos sexos;2019;241.485
10 Cáceres;16-64 años;Españoles;Hombres;2019;123.865
10 Cáceres;16-64 años;Españoles;Mujeres;2019;117.620
10 Cáceres;16-64 años;Extranjeros;Ambos sexos;2019;10.286
10 Cáceres;16-64 años;Extranjeros;Hombres;2019;5.182
10 Cáceres;16-64 años;Extranjeros;Mujeres;2019;5.104
10 Cáceres;16-64 años;% Extranjeros;Ambos sexos;2019;4,09
10 Cáceres;16-64 años;% Extranjeros;Hombres;2019;4,02
10 Cáceres;16-64 años;% Extranjeros;Mujeres;2019;4,16
10 Cáceres;65 y más;TOTAL;Ambos sexos;2019;90.452
10 Cáceres;65 y más;TOTAL;Hombres;2019;39.706
10 Cáceres;65 y más;TOTAL;Mujeres;2019;50.746
10 Cáceres;65 y más;Españoles;Ambos sexos;2019;89.671
10 Cáceres;65 y más;Españoles;Hombres;2019;39.306
10 Cáceres;65 y más;Españoles;Mujeres;2019;50.365
10 Cáceres;65 y más;Extranjeros;Ambos sexos;2019;781
10 Cáceres;65 y más;Extranjeros;Hombres;2019;400
10 Cáceres;65 y más;Extranjeros;Mujeres;2019;381
10 Cáceres;65 y más;% Extranjeros;Ambos sexos;2019;0,86
10 Cáceres;65 y más;% Extranjeros;Hombres;2019;1,01
10 Cáceres;65 y más;% Extranjeros;Mujeres;2019;0,75
11 Cádiz;TOTAL EDADES;TOTAL;Ambos sexos;2019;1.240.155
11 Cádiz;TOTAL EDADES;TOTAL;Hombres;2019;611.791
11 Cádiz;TOTAL EDADES;TOTAL;Mujeres;2019;628.364
11 Cádiz;TOTAL EDADES;Españoles;Ambos sexos;2019;1.194.830
11 Cádiz;TOTAL EDADES;Españoles;Hombres;2019;589.294
11 Cádiz;TOTAL EDADES;Españoles;Mujeres;2019;605.536
11 Cádiz;TOTAL EDADES;Extranjeros;Ambos sexos;2019;45.325
11 Cádiz;TOTAL EDADES;Extranjeros;Hombres;2019;22.497
11 Cádiz;TOTAL EDADES;Extranjeros;Mujeres;2019;22.828
11 Cádiz;TOTAL EDADES;% Extranjeros;Ambos sexos;2019;3,65
11 Cádiz;TOTAL EDADES;% Extranjeros;Hombres;2019;3,68
11 Cádiz;TOTAL EDADES;% Extranjeros;Mujeres;2019;3,63
11 Cádiz;0-15 años;TOTAL;Ambos sexos;2019;212.051
11 Cádiz;0-15 años;TOTAL;Hombres;2019;109.164
11 Cádiz;0-15 años;TOTAL;Mujeres;2019;102.887
11 Cádiz;0-15 años;Españoles;Ambos sexos;2019;205.369
11 Cádiz;0-15 años;Españoles;Hombres;2019;105.764
11 Cádiz;0-15 años;Españoles;Mujeres;2019;99.605
11 Cádiz;0-15 años;Extranjeros;Ambos sexos;2019;6.682
11 Cádiz;0-15 años;Extranjeros;Hombres;2019;3.400
11 Cádiz;0-15 años;Extranjeros;Mujeres;2019;3.282
11 Cádiz;0-15 años;% Extranjeros;Ambos sexos;2019;3,15
11 Cádiz;0-15 años;% Extranjeros;Hombres;2019;3,11
11 Cádiz;0-15 años;% Extranjeros;Mujeres;2019;3,19
11 Cádiz;16-64 años;TOTAL;Ambos sexos;2019;823.807
11 Cádiz;16-64 años;TOTAL;Hombres;2019;412.934
11 Cádiz;16-64 años;TOTAL;Mujeres;2019;410.873
11 Cádiz;16-64 años;Españoles;Ambos sexos;2019;788.994
11 Cádiz;16-64 años;Españoles;Hombres;2019;395.813
11 Cádiz;16-64 años;Españoles;Mujeres;2019;393.181
11 Cádiz;16-64 años;Extranjeros;Ambos sexos;2019;34.813
11 Cádiz;16-64 años;Extranjeros;Hombres;2019;17.121
11 Cádiz;16-64 años;Extranjeros;Mujeres;2019;17.692
11 Cádiz;16-64 años;% Extranjeros;Ambos sexos;2019;4,23
11 Cádiz;16-64 años;% Extranjeros;Hombres;2019;4,15
11 Cádiz;16-64 años;% Extranjeros;Mujeres;2019;4,31
11 Cádiz;65 y más;TOTAL;Ambos sexos;2019;204.297
11 Cádiz;65 y más;TOTAL;Hombres;2019;89.693
11 Cádiz;65 y más;TOTAL;Mujeres;2019;114.604
11 Cádiz;65 y más;Españoles;Ambos sexos;2019;200.467
11 Cádiz;65 y más;Españoles;Hombres;2019;87.717
11 Cádiz;65 y más;Españoles;Mujeres;2019;112.750
11 Cádiz;65 y más;Extranjeros;Ambos sexos;2019;3.830
11 Cádiz;65 y más;Extranjeros;Hombres;2019;1.976
11 Cádiz;65 y más;Extranjeros;Mujeres;2019;1.854
11 Cádiz;65 y más;% Extranjeros;Ambos sexos;2019;1,87
11 Cádiz;65 y más;% Extranjeros;Hombres;2019;2,20
11 Cádiz;65 y más;% Extranjeros;Mujeres;2019;1,62
39 Cantabria;TOTAL EDADES;TOTAL;Ambos sexos;2019;581.078
39 Cantabria;TOTAL EDADES;TOTAL;Hombres;2019;281.801
39 Cantabria;TOTAL EDADES;TOTAL;Mujeres;2019;299.277
39 Cantabria;TOTAL EDADES;Españoles;Ambos sexos;2019;548.295
39 Cantabria;TOTAL EDADES;Españoles;Hombres;2019;266.090
39 Cantabria;TOTAL EDADES;Españoles;Mujeres;2019;282.205
39 Cantabria;TOTAL EDADES;Extranjeros;Ambos sexos;2019;32.783
39 Cantabria;TOTAL EDADES;Extranjeros;Hombres;2019;15.711
39 Cantabria;TOTAL EDADES;Extranjeros;Mujeres;2019;17.072
39 Cantabria;TOTAL EDADES;% Extranjeros;Ambos sexos;2019;5,64
39 Cantabria;TOTAL EDADES;% Extranjeros;Hombres;2019;5,58
39 Cantabria;TOTAL EDADES;% Extranjeros;Mujeres;2019;5,70
39 Cantabria;0-15 años;TOTAL;Ambos sexos;2019;82.550
39 Cantabria;0-15 años;TOTAL;Hombres;2019;42.223
39 Cantabria;0-15 años;TOTAL;Mujeres;2019;40.327
39 Cantabria;0-15 años;Españoles;Ambos sexos;2019;77.828
39 Cantabria;0-15 años;Españoles;Hombres;2019;39.805
39 Cantabria;0-15 años;Españoles;Mujeres;2019;38.023
39 Cantabria;0-15 años;Extranjeros;Ambos sexos;2019;4.722
39 Cantabria;0-15 años;Extranjeros;Hombres;2019;2.418
39 Cantabria;0-15 años;Extranjeros;Mujeres;2019;2.304
39 Cantabria;0-15 años;% Extranjeros;Ambos sexos;2019;5,72
39 Cantabria;0-15 años;% Extranjeros;Hombres;2019;5,73
39 Cantabria;0-15 años;% Extranjeros;Mujeres;2019;5,71
39 Cantabria;16-64 años;TOTAL;Ambos sexos;2019;371.628
39 Cantabria;16-64 años;TOTAL;Hombres;2019;185.546
39 Cantabria;16-64 años;TOTAL;Mujeres;2019;186.082
39 Cantabria;16-64 años;Españoles;Ambos sexos;2019;345.037
39 Cantabria;16-64 años;Españoles;Hombres;2019;172.824
39 Cantabria;16-64 años;Españoles;Mujeres;2019;172.213
39 Cantabria;16-64 años;Extranjeros;Ambos sexos;2019;26.591
39 Cantabria;16-64 años;Extranjeros;Hombres;2019;12.722
39 Cantabria;16-64 años;Extranjeros;Mujeres;2019;13.869
39 Cantabria;16-64 años;% Extranjeros;Ambos sexos;2019;7,16
39 Cantabria;16-64 años;% Extranjeros;Hombres;2019;6,86
39 Cantabria;16-64 años;% Extranjeros;Mujeres;2019;7,45
39 Cantabria;65 y más;TOTAL;Ambos sexos;2019;126.900
39 Cantabria;65 y más;TOTAL;Hombres;2019;54.032
39 Cantabria;65 y más;TOTAL;Mujeres;2019;72.868
39 Cantabria;65 y más;Españoles;Ambos sexos;2019;125.430
39 Cantabria;65 y más;Españoles;Hombres;2019;53.461
39 Cantabria;65 y más;Españoles;Mujeres;2019;71.969
39 Cantabria;65 y más;Extranjeros;Ambos sexos;2019;1.470
39 Cantabria;65 y más;Extranjeros;Hombres;2019;571
39 Cantabria;65 y más;Extranjeros;Mujeres;2019;899
39 Cantabria;65 y más;% Extranjeros;Ambos sexos;2019;1,16
39 Cantabria;65 y más;% Extranjeros;Hombres;2019;1,06
39 Cantabria;65 y más;% Extranjeros;Mujeres;2019;1,23
12 Castellón/Castelló;TOTAL EDADES;TOTAL;Ambos sexos;2019;579.962
12 Castellón/Castelló;TOTAL EDADES;TOTAL;Hombres;2019;288.077
12 Castellón/Castelló;TOTAL EDADES;TOTAL;Mujeres;2019;291.885
12 Castellón/Castelló;TOTAL EDADES;Españoles;Ambos sexos;2019;495.851
12 Castellón/Castelló;TOTAL EDADES;Españoles;Hombres;2019;246.244
12 Castellón/Castelló;TOTAL EDADES;Españoles;Mujeres;2019;249.607
12 Castellón/Castelló;TOTAL EDADES;Extranjeros;Ambos sexos;2019;84.111
12 Castellón/Castelló;TOTAL EDADES;Extranjeros;Hombres;2019;41.833
12 Castellón/Castelló;TOTAL EDADES;Extranjeros;Mujeres;2019;42.278
12 Castellón/Castelló;TOTAL EDADES;% Extranjeros;Ambos sexos;2019;14,50
12 Castellón/Castelló;TOTAL EDADES;% Extranjeros;Hombres;2019;14,52
12 Castellón/Castelló;TOTAL EDADES;% Extranjeros;Mujeres;2019;14,48
12 Castellón/Castelló;0-15 años;TOTAL;Ambos sexos;2019;92.953
12 Castellón/Castelló;0-15 años;TOTAL;Hombres;2019;48.012
12 Castellón/Castelló;0-15 años;TOTAL;Mujeres;2019;44.941
12 Castellón/Castelló;0-15 años;Españoles;Ambos sexos;2019;77.805
12 Castellón/Castelló;0-15 años;Españoles;Hombres;2019;40.054
12 Castellón/Castelló;0-15 años;Españoles;Mujeres;2019;37.751
12 Castellón/Castelló;0-15 años;Extranjeros;Ambos sexos;2019;15.148
12 Castellón/Castelló;0-15 años;Extranjeros;Hombres;2019;7.958
12 Castellón/Castelló;0-15 años;Extranjeros;Mujeres;2019;7.190
12 Castellón/Castelló;0-15 años;% Extranjeros;Ambos sexos;2019;16,30
12 Castellón/Castelló;0-15 años;% Extranjeros;Hombres;2019;16,58
12 Castellón/Castelló;0-15 años;% Extranjeros;Mujeres;2019;16,00
12 Castellón/Castelló;16-64 años;TOTAL;Ambos sexos;2019;375.796
12 Castellón/Castelló;16-64 años;TOTAL;Hombres;2019;190.625
12 Castellón/Castelló;16-64 años;TOTAL;Mujeres;2019;185.171
12 Castellón/Castelló;16-64 años;Españoles;Ambos sexos;2019;311.501
12 Castellón/Castelló;16-64 años;Españoles;Hombres;2019;158.876
12 Castellón/Castelló;16-64 años;Españoles;Mujeres;2019;152.625
12 Castellón/Castelló;16-64 años;Extranjeros;Ambos sexos;2019;64.295
12 Castellón/Castelló;16-64 años;Extranjeros;Hombres;2019;31.749
12 Castellón/Castelló;16-64 años;Extranjeros;Mujeres;2019;32.546
12 Castellón/Castelló;16-64 años;% Extranjeros;Ambos sexos;2019;17,11
12 Castellón/Castelló;16-64 años;% Extranjeros;Hombres;2019;16,66
12 Castellón/Castelló;16-64 años;% Extranjeros;Mujeres;2019;17,58
12 Castellón/Castelló;65 y más;TOTAL;Ambos sexos;2019;111.213
12 Castellón/Castelló;65 y más;TOTAL;Hombres;2019;49.440
12 Castellón/Castelló;65 y más;TOTAL;Mujeres;2019;61.773
12 Castellón/Castelló;65 y más;Españoles;Ambos sexos;2019;106.545
12 Castellón/Castelló;65 y más;Españoles;Hombres;2019;47.314
12 Castellón/Castelló;65 y más;Españoles;Mujeres;2019;59.231
12 Castellón/Castelló;65 y más;Extranjeros;Ambos sexos;2019;4.668
12 Castellón/Castelló;65 y más;Extranjeros;Hombres;2019;2.126
12 Castellón/Castelló;65 y más;Extranjeros;Mujeres;2019;2.542
12 Castellón/Castelló;65 y más;% Extranjeros;Ambos sexos;2019;4,20
12 Castellón/Castelló;65 y más;% Extranjeros;Hombres;2019;4,30
12 Castellón/Castelló;65 y más;% Extranjeros;Mujeres;2019;4,12
13 Ciudad Real;TOTAL EDADES;TOTAL;Ambos sexos;2019;495.761
13 Ciudad Real;TOTAL EDADES;TOTAL;Hombres;2019;244.877
13 Ciudad Real;TOTAL EDADES;TOTAL;Mujeres;2019;250.884
13 Ciudad Real;TOTAL EDADES;Españoles;Ambos sexos;2019;466.914
13 Ciudad Real;TOTAL EDADES;Españoles;Hombres;2019;230.327
13 Ciudad Real;TOTAL EDADES;Españoles;Mujeres;2019;236.587
13 Ciudad Real;TOTAL EDADES;Extranjeros;Ambos sexos;2019;28.847
13 Ciudad Real;TOTAL EDADES;Extranjeros;Hombres;2019;14.550
13 Ciudad Real;TOTAL EDADES;Extranjeros;Mujeres;2019;14.297
13 Ciudad Real;TOTAL EDADES;% Extranjeros;Ambos sexos;2019;5,82
13 Ciudad Real;TOTAL EDADES;% Extranjeros;Hombres;2019;5,94
13 Ciudad Real;TOTAL EDADES;% Extranjeros;Mujeres;2019;5,70
13 Ciudad Real;0-15 años;TOTAL;Ambos sexos;2019;75.258
13 Ciudad Real;0-15 años;TOTAL;Hombres;2019;38.563
13 Ciudad Real;0-15 años;TOTAL;Mujeres;2019;36.695
13 Ciudad Real;0-15 años;Españoles;Ambos sexos;2019;69.878
