Provincias;Edad (3 grupos de edad);Españoles/Extranjeros;Sexo;Año;Total
07 Balears, Illes;TOTAL EDADES;Extranjeros;Hombres;2020;111.180
07 Balears, Illes;TOTAL EDADES;Extranjeros;Mujeres;2020;108.855
07 Balears, Illes;TOTAL EDADES;% Extranjeros;Ambos sexos;2020;18,78
07 Balears, Illes;TOTAL EDADES;% Extranjeros;Hombres;2020;19,03
07 Balears, Illes;TOTAL EDADES;% Extranjeros;Mujeres;2020;18,54
07 Balears, Illes;0-15 años;TOTAL;Ambos sexos;2020;185.264
07 Balears, Illes;0-15 años;TOTAL;Hombres;2020;95.241
07 Balears, Illes;0-15 años;TOTAL;Mujeres;2020;90.023
07 Balears, Illes;0-15 años;Españoles;Ambos sexos;2020;153.707
07 Balears, Illes;0-15 años;Españoles;Hombres;2020;79.066
07 Balears, Illes;0-15 años;Españoles;Mujeres;2020;74.641
07 Balears, Illes;0-15 años;Extranjeros;Ambos sexos;2020;31.557
07 Balears, Illes;0-15 años;Extranjeros;Hombres;2020;16.175
07 Balears, Illes;0-15 años;Extranjeros;Mujeres;2020;15.382
07 Balears, Illes;0-15 años;% Extranjeros;Ambos sexos;2020;17,03
07 Balears, Illes;0-15 años;% Extranjeros;Hombres;2020;16,98
07 Balears, Illes;0-15 años;% Extranjeros;Mujeres;2020;17,09
07 Balears, Illes;16-64 años;TOTAL;Ambos sexos;2020;803.055
07 Balears, Illes;16-64 años;TOTAL;Hombres;2020;407.536
07 Balears, Illes;16-64 años;TOTAL;Mujeres;2020;395.519
07 Balears, Illes;16-64 años;Españoles;Ambos sexos;2020;630.337
07 Balears, Illes;16-64 años;Españoles;Hombres;2020;319.755
07 Balears, Illes;16-64 años;Españoles;Mujeres;2020;310.582
07 Balears, Illes;16-64 años;Extranjeros;Ambos sexos;2020;172.718
07 Balears, Illes;16-64 años;Extranjeros;Hombres;2020;87.781
07 Balears, Illes;16-64 años;Extranjeros;Mujeres;2020;84.937
07 Balears, Illes;16-64 años;% Extranjeros;Ambos sexos;2020;21,51
07 Balears, Illes;16-64 años;% Extranjeros;Hombres;2020;21,54
07 Balears, Illes;16-64 años;% Extranjeros;Mujeres;2020;21,47
07 Balears, Illes;65 y más;TOTAL;Ambos sexos;2020;183.224
07 Balears, Illes;65 y más;TOTAL;Hombres;2020;81.521
07 Balears, Illes;65 y más;TOTAL;Mujeres;2020;101.703
07 Balears, Illes;65 y más;Españoles;Ambos sexos;2020;167.464
07 Balears, Illes;65 y más;Españoles;Hombres;2020;74.297
07 Balears, Illes;65 y más;Españoles;Mujeres;2020;93.167
07 Balears, Illes;65 y más;Extranjeros;Ambos sexos;2020;15.760
07 Balears, Illes;65 y más;Extranjeros;Hombres;2020;7.224
07 Balears, Illes;65 y más;Extranjeros;Mujeres;2020;8.536
07 Balears, Illes;65 y más;% Extranjeros;Ambos sexos;2020;8,60
07 Balears, Illes;65 y más;% Extranjeros;Hombres;2020;8,86
07 Balears, Illes;65 y más;% Extranjeros;Mujeres;2020;8,39
08 Barcelona;TOTAL EDADES;TOTAL;Ambos sexos;2020;5.743.402
08 Barcelona;TOTAL EDADES;TOTAL;Hombres;2020;2.804.316
08 Barcelona;TOTAL EDADES;TOTAL;Mujeres;2020;2.939.086
08 Barcelona;TOTAL EDADES;Españoles;Ambos sexos;2020;4.859.844
08 Barcelona;TOTAL EDADES;Españoles;Hombres;2020;2.353.251
08 Barcelona;TOTAL EDADES;Españoles;Mujeres;2020;2.506.593
08 Barcelona;TOTAL EDADES;Extranjeros;Ambos sexos;2020;883.558
08 Barcelona;TOTAL EDADES;Extranjeros;Hombres;2020;451.065
08 Barcelona;TOTAL EDADES;Extranjeros;Mujeres;2020;432.493
08 Barcelona;TOTAL EDADES;% Extranjeros;Ambos sexos;2020;15,38
08 Barcelona;TOTAL EDADES;% Extranjeros;Hombres;2020;16,08
08 Barcelona;TOTAL EDADES;% Extranjeros;Mujeres;2020;14,72
08 Barcelona;0-15 años;TOTAL;Ambos sexos;2020;910.360
08 Barcelona;0-15 años;TOTAL;Hombres;2020;468.618
08 Barcelona;0-15 años;TOTAL;Mujeres;2020;441.742
08 Barcelona;0-15 años;Españoles;Ambos sexos;2020;777.565
08 Barcelona;0-15 años;Españoles;Hombres;2020;400.042
08 Barcelona;0-15 años;Españoles;Mujeres;2020;377.523
08 Barcelona;0-15 años;Extranjeros;Ambos sexos;2020;132.795
08 Barcelona;0-15 años;Extranjeros;Hombres;2020;68.576
08 Barcelona;0-15 años;Extranjeros;Mujeres;2020;64.219
08 Barcelona;0-15 años;% Extranjeros;Ambos sexos;2020;14,59
08 Barcelona;0-15 años;% Extranjeros;Hombres;2020;14,63
08 Barcelona;0-15 años;% Extranjeros;Mujeres;2020;14,54
08 Barcelona;16-64 años;TOTAL;Ambos sexos;2020;3.745.703
08 Barcelona;16-64 años;TOTAL;Hombres;2020;1.875.829
08 Barcelona;16-64 años;TOTAL;Mujeres;2020;1.869.874
08 Barcelona;16-64 años;Españoles;Ambos sexos;2020;3.026.445
08 Barcelona;16-64 años;Españoles;Hombres;2020;1.506.464
08 Barcelona;16-64 años;Españoles;Mujeres;2020;1.519.981
08 Barcelona;16-64 años;Extranjeros;Ambos sexos;2020;719.258
08 Barcelona;16-64 años;Extranjeros;Hombres;2020;369.365
08 Barcelona;16-64 años;Extranjeros;Mujeres;2020;349.893
08 Barcelona;16-64 años;% Extranjeros;Ambos sexos;2020;19,20
08 Barcelona;16-64 años;% Extranjeros;Hombres;2020;19,69
08 Barcelona;16-64 años;% Extranjeros;Mujeres;2020;18,71
08 Barcelona;65 y más;TOTAL;Ambos sexos;2020;1.087.339
08 Barcelona;65 y más;TOTAL;Hombres;2020;459.869
08 Barcelona;65 y más;TOTAL;Mujeres;2020;627.470
08 Barcelona;65 y más;Españoles;Ambos sexos;2020;1.055.834
08 Barcelona;65 y más;Españoles;Hombres;2020;446.745
08 Barcelona;65 y más;Españoles;Mujeres;2020;609.089
08 Barcelona;65 y más;Extranjeros;Ambos sexos;2020;31.505
08 Barcelona;65 y más;Extranjeros;Hombres;2020;13.124
08 Barcelona;65 y más;Extranjeros;Mujeres;2020;18.381
08 Barcelona;65 y más;% Extranjeros;Ambos sexos;2020;2,90
08 Barcelona;65 y más;% Extranjeros;Hombres;2020;2,85
08 Barcelona;65 y más;% Extranjeros;Mujeres;2020;2,93
48 Bizkaia;TOTAL EDADES;TOTAL;Ambos sexos;2020;1.159.443
48 Bizkaia;TOTAL EDADES;TOTAL;Hombres;2020;559.798
48 Bizkaia;TOTAL EDADES;TOTAL;Mujeres;2020;599.645
48 Bizkaia;TOTAL EDADES;Españoles;Ambos sexos;2020;1.071.892
48 Bizkaia;TOTAL EDADES;Españoles;Hombres;2020;516.333
48 Bizkaia;TOTAL EDADES;Españoles;Mujeres;2020;555.559
48 Bizkaia;TOTAL EDADES;Extranjeros;Ambos sexos;2020;87.551
48 Bizkaia;TOTAL EDADES;Extranjeros;Hombres;2020;43.465
48 Bizkaia;TOTAL EDADES;Extranjeros;Mujeres;2020;44.086
48 Bizkaia;TOTAL EDADES;% Extranjeros;Ambos sexos;2020;7,55
48 Bizkaia;TOTAL EDADES;% Extranjeros;Hombres;2020;7,76
48 Bizkaia;TOTAL EDADES;% Extranjeros;Mujeres;2020;7,35
48 Bizkaia;0-15 años;TOTAL;Ambos sexos;2020;160.393
48 Bizkaia;0-15 años;TOTAL;Hombres;2020;82.491
48 Bizkaia;0-15 años;TOTAL;Mujeres;2020;77.902
48 Bizkaia;0-15 años;Españoles;Ambos sexos;2020;147.613
48 Bizkaia;0-15 años;Españoles;Hombres;2020;75.820
48 Bizkaia;0-15 años;Españoles;Mujeres;2020;71.793
48 Bizkaia;0-15 años;Extranjeros;Ambos sexos;2020;12.780
48 Bizkaia;0-15 años;Extranjeros;Hombres;2020;6.671
48 Bizkaia;0-15 años;Extranjeros;Mujeres;2020;6.109
48 Bizkaia;0-15 años;% Extranjeros;Ambos sexos;2020;7,97
48 Bizkaia;0-15 años;% Extranjeros;Hombres;2020;8,09
48 Bizkaia;0-15 años;% Extranjeros;Mujeres;2020;7,84
48 Bizkaia;16-64 años;TOTAL;Ambos sexos;2020;733.312
48 Bizkaia;16-64 años;TOTAL;Hombres;2020;365.861
48 Bizkaia;16-64 años;TOTAL;Mujeres;2020;367.451
48 Bizkaia;16-64 años;Españoles;Ambos sexos;2020;660.804
48 Bizkaia;16-64 años;Españoles;Hombres;2020;329.974
48 Bizkaia;16-64 años;Españoles;Mujeres;2020;330.830
48 Bizkaia;16-64 años;Extranjeros;Ambos sexos;2020;72.508
48 Bizkaia;16-64 años;Extranjeros;Hombres;2020;35.887
48 Bizkaia;16-64 años;Extranjeros;Mujeres;2020;36.621
48 Bizkaia;16-64 años;% Extranjeros;Ambos sexos;2020;9,89
48 Bizkaia;16-64 años;% Extranjeros;Hombres;2020;9,81
48 Bizkaia;16-64 años;% Extranjeros;Mujeres;2020;9,97
48 Bizkaia;65 y más;TOTAL;Ambos sexos;2020;265.738
48 Bizkaia;65 y más;TOTAL;Hombres;2020;111.446
48 Bizkaia;65 y más;TOTAL;Mujeres;2020;154.292
48 Bizkaia;65 y más;Españoles;Ambos sexos;2020;263.475
48 Bizkaia;65 y más;Españoles;Hombres;2020;110.539
48 Bizkaia;65 y más;Españoles;Mujeres;2020;152.936
48 Bizkaia;65 y más;Extranjeros;Ambos sexos;2020;2.263
48 Bizkaia;65 y más;Extranjeros;Hombres;2020;907
48 Bizkaia;65 y más;Extranjeros;Mujeres;2020;1.356
48 Bizkaia;65 y más;% Extranjeros;Ambos sexos;2020;0,85
48 Bizkaia;65 y más;% Extranjeros;Hombres;2020;0,81
48 Bizkaia;65 y más;% Extranjeros;Mujeres;2020;0,88
09 Burgos;TOTAL EDADES;TOTAL;Ambos sexos;2020;357.650
09 Burgos;TOTAL EDADES;TOTAL;Hombres;2020;178.578
09 Burgos;TOTAL EDADES;TOTAL;Mujeres;2020;179.072
09 Burgos;TOTAL EDADES;Españoles;Ambos sexos;2020;329.024
09 Burgos;TOTAL EDADES;Españoles;Hombres;2020;164.333
09 Burgos;TOTAL EDADES;Españoles;Mujeres;2020;164.691
09 Burgos;TOTAL EDADES;Extranjeros;Ambos sexos;2020;28.626
09 Burgos;TOTAL EDADES;Extranjeros;Hombres;2020;14.245
09 Burgos;TOTAL EDADES;Extranjeros;Mujeres;2020;14.381
09 Burgos;TOTAL EDADES;% Extranjeros;Ambos sexos;2020;8,00
09 Burgos;TOTAL EDADES;% Extranjeros;Hombres;2020;7,98
09 Burgos;TOTAL EDADES;% Extranjeros;Mujeres;2020;8,03
09 Burgos;0-15 años;TOTAL;Ambos sexos;2020;48.973
09 Burgos;0-15 años;TOTAL;Hombres;2020;25.163
09 Burgos;0-15 años;TOTAL;Mujeres;2020;23.810
09 Burgos;0-15 años;Españoles;Ambos sexos;2020;44.245
09 Burgos;0-15 años;Españoles;Hombres;2020;22.755
09 Burgos;0-15 años;Españoles;Mujeres;2020;21.490
09 Burgos;0-15 años;Extranjeros;Ambos sexos;2020;4.728
09 Burgos;0-15 años;Extranjeros;Hombres;2020;2.408
09 Burgos;0-15 años;Extranjeros;Mujeres;2020;2.320
09 Burgos;0-15 años;% Extranjeros;Ambos sexos;2020;9,65
09 Burgos;0-15 años;% Extranjeros;Hombres;2020;9,57
09 Burgos;0-15 años;% Extranjeros;Mujeres;2020;9,74
09 Burgos;16-64 años;TOTAL;Ambos sexos;2020;222.888
09 Burgos;16-64 años;TOTAL;Hombres;2020;114.491
09 Burgos;16-64 años;TOTAL;Mujeres;2020;108.397
09 Burgos;16-64 años;Españoles;Ambos sexos;2020;199.900
09 Burgos;16-64 años;Españoles;Hombres;2020;103.064
09 Burgos;16-64 años;Españoles;Mujeres;2020;96.836
09 Burgos;16-64 años;Extranjeros;Ambos sexos;2020;22.988
09 Burgos;16-64 años;Extranjeros;Hombres;2020;11.427
09 Burgos;16-64 años;Extranjeros;Mujeres;2020;11.561
09 Burgos;16-64 años;% Extranjeros;Ambos sexos;2020;10,31
09 Burgos;16-64 años;% Extranjeros;Hombres;2020;9,98
09 Burgos;16-64 años;% Extranjeros;Mujeres;2020;10,67
09 Burgos;65 y más;TOTAL;Ambos sexos;2020;85.789
09 Burgos;65 y más;TOTAL;Hombres;2020;38.924
09 Burgos;65 y más;TOTAL;Mujeres;2020;46.865
09 Burgos;65 y más;Españoles;Ambos sexos;2020;84.879
09 Burgos;65 y más;Españoles;Hombres;2020;38.514
09 Burgos;65 y más;Españoles;Mujeres;2020;46.365
09 Burgos;65 y más;Extranjeros;Ambos sexos;2020;910
09 Burgos;65 y más;Extranjeros;Hombres;2020;410
09 Burgos;65 y más;Extranjeros;Mujeres;2020;500
09 Burgos;65 y más;% Extranjeros;Ambos sexos;2020;1,06
09 Burgos;65 y más;% Extranjeros;Hombres;2020;1,05
09 Burgos;65 y más;% Extranjeros;Mujeres;2020;1,07
10 Cáceres;TOTAL EDADES;TOTAL;Ambos sexos;2020;391.850
10 Cáceres;TOTAL EDADES;TOTAL;Hombres;2020;194.084
10 Cáceres;TOTAL EDADES;TOTAL;Mujeres;2020;197.766
10 Cáceres;TOTAL EDADES;Españoles;Ambos sexos;2020;378.213
10 Cáceres;TOTAL EDADES;Españoles;Hombres;2020;187.261
10 Cáceres;TOTAL EDADES;Españoles;Mujeres;2020;190.952
10 Cáceres;TOTAL EDADES;Extranjeros;Ambos sexos;2020;13.637
10 Cáceres;TOTAL EDADES;Extranjeros;Hombres;2020;6.823
10 Cáceres;TOTAL EDADES;Extranjeros;Mujeres;2020;6.814
10 Cáceres;TOTAL EDADES;% Extranjeros;Ambos sexos;2020;3,48
10 Cáceres;TOTAL EDADES;% Extranjeros;Hombres;2020;3,52
10 Cáceres;TOTAL EDADES;% Extranjeros;Mujeres;2020;3,45
10 Cáceres;0-15 años;TOTAL;Ambos sexos;2020;51.005
10 Cáceres;0-15 años;TOTAL;Hombres;2020;26.147
10 Cáceres;0-15 años;TOTAL;Mujeres;2020;24.858
10 Cáceres;0-15 años;Españoles;Ambos sexos;2020;48.859
10 Cáceres;0-15 años;Españoles;Hombres;2020;25.044
10 Cáceres;0-15 años;Españoles;Mujeres;2020;23.815
10 Cáceres;0-15 años;Extranjeros;Ambos sexos;2020;2.146
10 Cáceres;0-15 años;Extranjeros;Hombres;2020;1.103
10 Cáceres;0-15 años;Extranjeros;Mujeres;2020;1.043
10 Cáceres;0-15 años;% Extranjeros;Ambos sexos;2020;4,21
10 Cáceres;0-15 años;% Extranjeros;Hombres;2020;4,22
10 Cáceres;0-15 años;% Extranjeros;Mujeres;2020;4,20
10 Cáceres;16-64 años;TOTAL;Ambos sexos;2020;249.591
10 Cáceres;16-64 años;TOTAL;Hombres;2020;127.687
10 Cáceres;16-64 años;TOTAL;Mujeres;2020;121.904
10 Cáceres;16-64 años;Españoles;Ambos sexos;2020;238.970
10 Cáceres;16-64 años;Españoles;Hombres;2020;122.407
10 Cáceres;16-64 años;Españoles;Mujeres;2020;116.563
10 Cáceres;16-64 años;Extranjeros;Ambos sexos;2020;10.621
10 Cáceres;16-64 años;Extranjeros;Hombres;2020;5.280
10 Cáceres;16-64 años;Extranjeros;Mujeres;2020;5.341
10 Cáceres;16-64 años;% Extranjeros;Ambos sexos;2020;4,26
10 Cáceres;16-64 años;% Extranjeros;Hombres;2020;4,14
10 Cáceres;16-64 años;% Extranjeros;Mujeres;2020;4,38
10 Cáceres;65 y más;TOTAL;Ambos sexos;2020;91.254
10 Cáceres;65 y más;TOTAL;Hombres;2020;40.250
10 Cáceres;65 y más;TOTAL;Mujeres;2020;51.004
10 Cáceres;65 y más;Españoles;Ambos sexos;2020;90.384
10 Cáceres;65 y más;Españoles;Hombres;2020;39.810
10 Cáceres;65 y más;Españoles;Mujeres;2020;50.574
10 Cáceres;65 y más;Extranjeros;Ambos sexos;2020;870
10 Cáceres;65 y más;Extranjeros;Hombres;2020;440
10 Cáceres;65 y más;Extranjeros;Mujeres;2020;430
10 Cáceres;65 y más;% Extranjeros;Ambos sexos;2020;0,95
10 Cáceres;65 y más;% Extranjeros;Hombres;2020;1,09
10 Cáceres;65 y más;% Extranjeros;Mujeres;2020;0,84
11 Cádiz;TOTAL EDADES;TOTAL;Ambos sexos;2020;1.244.049
11 Cádiz;TOTAL EDADES;TOTAL;Hombres;2020;613.561
11 Cádiz;TOTAL EDADES;TOTAL;Mujeres;2020;630.488
11 Cádiz;TOTAL EDADES;Españoles;Ambos sexos;2020;1.194.579
11 Cádiz;TOTAL EDADES;Españoles;Hombres;2020;588.954
11 Cádiz;TOTAL EDADES;Españoles;Mujeres;2020;605.625
11 Cádiz;TOTAL EDADES;Extranjeros;Ambos sexos;2020;49.470
11 Cádiz;TOTAL EDADES;Extranjeros;Hombres;2020;24.607
11 Cádiz;TOTAL EDADES;Extranjeros;Mujeres;2020;24.863
11 Cádiz;TOTAL EDADES;% Extranjeros;Ambos sexos;2020;3,98
11 Cádiz;TOTAL EDADES;% Extranjeros;Hombres;2020;4,01
11 Cádiz;TOTAL EDADES;% Extranjeros;Mujeres;2020;3,94
11 Cádiz;0-15 años;TOTAL;Ambos sexos;2020;208.727
11 Cádiz;0-15 años;TOTAL;Hombres;2020;107.465
11 Cádiz;0-15 años;TOTAL;Mujeres;2020;101.262
11 Cádiz;0-15 años;Españoles;Ambos sexos;2020;201.511
11 Cádiz;0-15 años;Españoles;Hombres;2020;103.829
11 Cádiz;0-15 años;Españoles;Mujeres;2020;97.682
11 Cádiz;0-15 años;Extranjeros;Ambos sexos;2020;7.216
11 Cádiz;0-15 años;Extranjeros;Hombres;2020;3.636
11 Cádiz;0-15 años;Extranjeros;Mujeres;2020;3.580
11 Cádiz;0-15 años;% Extranjeros;Ambos sexos;2020;3,46
11 Cádiz;0-15 años;% Extranjeros;Hombres;2020;3,38
11 Cádiz;0-15 años;% Extranjeros;Mujeres;2020;3,54
11 Cádiz;16-64 años;TOTAL;Ambos sexos;2020;825.930
11 Cádiz;16-64 años;TOTAL;Hombres;2020;414.004
11 Cádiz;16-64 años;TOTAL;Mujeres;2020;411.926
11 Cádiz;16-64 años;Españoles;Ambos sexos;2020;787.870
11 Cádiz;16-64 años;Españoles;Hombres;2020;395.194
11 Cádiz;16-64 años;Españoles;Mujeres;2020;392.676
11 Cádiz;16-64 años;Extranjeros;Ambos sexos;2020;38.060
11 Cádiz;16-64 años;Extranjeros;Hombres;2020;18.810
11 Cádiz;16-64 años;Extranjeros;Mujeres;2020;19.250
11 Cádiz;16-64 años;% Extranjeros;Ambos sexos;2020;4,61
11 Cádiz;16-64 años;% Extranjeros;Hombres;2020;4,54
11 Cádiz;16-64 años;% Extranjeros;Mujeres;2020;4,67
11 Cádiz;65 y más;TOTAL;Ambos sexos;2020;209.392
11 Cádiz;65 y más;TOTAL;Hombres;2020;92.092
11 Cádiz;65 y más;TOTAL;Mujeres;2020;117.300
11 Cádiz;65 y más;Españoles;Ambos sexos;2020;205.198
11 Cádiz;65 y más;Españoles;Hombres;2020;89.931
11 Cádiz;65 y más;Españoles;Mujeres;2020;115.267
11 Cádiz;65 y más;Extranjeros;Ambos sexos;2020;4.194
11 Cádiz;65 y más;Extranjeros;Hombres;2020;2.161
11 Cádiz;65 y más;Extranjeros;Mujeres;2020;2.033
11 Cádiz;65 y más;% Extranjeros;Ambos sexos;2020;2,00
11 Cádiz;65 y más;% Extranjeros;Hombres;2020;2,35
11 Cádiz;65 y más;% Extranjeros;Mujeres;2020;1,73
39 Cantabria;TOTAL EDADES;TOTAL;Ambos sexos;2020;582.905
39 Cantabria;TOTAL EDADES;TOTAL;Hombres;2020;282.559
39 Cantabria;TOTAL EDADES;TOTAL;Mujeres;2020;300.346
39 Cantabria;TOTAL EDADES;Españoles;Ambos sexos;2020;547.009
39 Cantabria;TOTAL EDADES;Españoles;Hombres;2020;265.457
39 Cantabria;TOTAL EDADES;Españoles;Mujeres;2020;281.552
39 Cantabria;TOTAL EDADES;Extranjeros;Ambos sexos;2020;35.896
39 Cantabria;TOTAL EDADES;Extranjeros;Hombres;2020;17.102
39 Cantabria;TOTAL EDADES;Extranjeros;Mujeres;2020;18.794
39 Cantabria;TOTAL EDADES;% Extranjeros;Ambos sexos;2020;6,16
39 Cantabria;TOTAL EDADES;% Extranjeros;Hombres;2020;6,05
39 Cantabria;TOTAL EDADES;% Extranjeros;Mujeres;2020;6,26
39 Cantabria;0-15 años;TOTAL;Ambos sexos;2020;81.521
39 Cantabria;0-15 años;TOTAL;Hombres;2020;41.699
39 Cantabria;0-15 años;TOTAL;Mujeres;2020;39.822
39 Cantabria;0-15 años;Españoles;Ambos sexos;2020;76.367
39 Cantabria;0-15 años;Españoles;Hombres;2020;39.084
39 Cantabria;0-15 años;Españoles;Mujeres;2020;37.283
39 Cantabria;0-15 años;Extranjeros;Ambos sexos;2020;5.154
39 Cantabria;0-15 años;Extranjeros;Hombres;2020;2.615
39 Cantabria;0-15 años;Extranjeros;Mujeres;2020;2.539
39 Cantabria;0-15 años;% Extranjeros;Ambos sexos;2020;6,32
39 Cantabria;0-15 años;% Extranjeros;Hombres;2020;6,27
39 Cantabria;0-15 años;% Extranjeros;Mujeres;2020;6,38
39 Cantabria;16-64 años;TOTAL;Ambos sexos;2020;371.959
39 Cantabria;16-64 años;TOTAL;Hombres;2020;185.701
39 Cantabria;16-64 años;TOTAL;Mujeres;2020;186.258
39 Cantabria;16-64 años;Españoles;Ambos sexos;2020;342.917
39 Cantabria;16-64 años;Españoles;Hombres;2020;171.882
39 Cantabria;16-64 años;Españoles;Mujeres;2020;171.035
39 Cantabria;16-64 años;Extranjeros;Ambos sexos;2020;29.042
39 Cantabria;16-64 años;Extranjeros;Hombres;2020;13.819
39 Cantabria;16-64 años;Extranjeros;Mujeres;2020;15.223
39 Cantabria;16-64 años;% Extranjeros;Ambos sexos;2020;7,81
39 Cantabria;16-64 años;% Extranjeros;Hombres;2020;7,44
39 Cantabria;16-64 años;% Extranjeros;Mujeres;2020;8,17
39 Cantabria;65 y más;TOTAL;Ambos sexos;2020;129.425
39 Cantabria;65 y más;TOTAL;Hombres;2020;55.159
39 Cantabria;65 y más;TOTAL;Mujeres;2020;74.266
39 Cantabria;65 y más;Españoles;Ambos sexos;2020;127.725
39 Cantabria;65 y más;Españoles;Hombres;2020;54.491
39 Cantabria;65 y más;Españoles;Mujeres;2020;73.234
39 Cantabria;65 y más;Extranjeros;Ambos sexos;2020;1.700
39 Cantabria;65 y más;Extranjeros;Hombres;2020;668
39 Cantabria;65 y más;Extranjeros;Mujeres;2020;1.032
39 Cantabria;65 y más;% Extranjeros;Ambos sexos;2020;1,31
39 Cantabria;65 y más;% Extranjeros;Hombres;2020;1,21
39 Cantabria;65 y más;% Extranjeros;Mujeres;2020;1,39
12 Castellón/Castelló;TOTAL EDADES;TOTAL;Ambos sexos;2020;585.590
12 Castellón/Castelló;TOTAL EDADES;TOTAL;Hombres;2020;290.799
12 Castellón/Castelló;TOTAL EDADES;TOTAL;Mujeres;2020;294.791
12 Castellón/Castelló;TOTAL EDADES;Españoles;Ambos sexos;2020;496.598
12 Castellón/Castelló;TOTAL EDADES;Españoles;Hombres;2020;246.623
12 Castellón/Castelló;TOTAL EDADES;Españoles;Mujeres;2020;249.975
12 Castellón/Castelló;TOTAL EDADES;Extranjeros;Ambos sexos;2020;88.992
12 Castellón/Castelló;TOTAL EDADES;Extranjeros;Hombres;2020;44.176
12 Castellón/Castelló;TOTAL EDADES;Extranjeros;Mujeres;2020;44.816
12 Castellón/Castelló;TOTAL EDADES;% Extranjeros;Ambos sexos;2020;15,20
12 Castellón/Castelló;TOTAL EDADES;% Extranjeros;Hombres;2020;15,19
12 Castellón/Castelló;TOTAL EDADES;% Extranjeros;Mujeres;2020;15,20
12 Castellón/Castelló;0-15 años;TOTAL;Ambos sexos;2020;92.506
12 Castellón/Castelló;0-15 años;TOTAL;Hombres;2020;47.809
12 Castellón/Castelló;0-15 años;TOTAL;Mujeres;2020;44.697
12 Castellón/Castelló;0-15 años;Españoles;Ambos sexos;2020;76.877
12 Castellón/Castelló;0-15 años;Españoles;Hombres;2020;39.596
12 Castellón/Castelló;0-15 años;Españoles;Mujeres;2020;37.281
12 Castellón/Castelló;0-15 años;Extranjeros;Ambos sexos;2020;15.629
12 Castellón/Castelló;0-15 años;Extranjeros;Hombres;2020;8.213
12 Castellón/Castelló;0-15 años;Extranjeros;Mujeres;2020;7.416
12 Castellón/Castelló;0-15 años;% Extranjeros;Ambos sexos;2020;16,90
12 Castellón/Castelló;0-15 años;% Extranjeros;Hombres;2020;17,18
12 Castellón/Castelló;0-15 años;% Extranjeros;Mujeres;2020;16,59
12 Castellón/Castelló;16-64 años;TOTAL;Ambos sexos;2020;379.772
12 Castellón/Castelló;16-64 años;TOTAL;Hombres;2020;192.584
12 Castellón/Castelló;16-64 años;TOTAL;Mujeres;2020;187.188
12 Castellón/Castelló;16-64 años;Españoles;Ambos sexos;2020;311.658
12 Castellón/Castelló;16-64 años;Españoles;Hombres;2020;158.997
12 Castellón/Castelló;16-64 años;Españoles;Mujeres;2020;152.661
12 Castellón/Castelló;16-64 años;Extranjeros;Ambos sexos;2020;68.114
12 Castellón/Castelló;16-64 años;Extranjeros;Hombres;2020;33.587
12 Castellón/Castelló;16-64 años;Extranjeros;Mujeres;2020;34.527
12 Castellón/Castelló;16-64 años;% Extranjeros;Ambos sexos;2020;17,94
12 Castellón/Castelló;16-64 años;% Extranjeros;Hombres;2020;17,44
12 Castellón/Castelló;16-64 años;% Extranjeros;Mujeres;2020;18,45
12 Castellón/Castelló;65 y más;TOTAL;Ambos sexos;2020;113.312
12 Castellón/Castelló;65 y más;TOTAL;Hombres;2020;50.406
12 Castellón/Castelló;65 y más;TOTAL;Mujeres;2020;62.906
12 Castellón/Castelló;65 y más;Españoles;Ambos sexos;2020;108.063
12 Castellón/Castelló;65 y más;Españoles;Hombres;2020;48.030
12 Castellón/Castelló;65 y más;Españoles;Mujeres;2020;60.033
12 Castellón/Castelló;65 y más;Extranjeros;Ambos sexos;2020;5.249
12 Castellón/Castelló;65 y más;Extranjeros;Hombres;2020;2.376
12 Castellón/Castelló;65 y más;Extranjeros;Mujeres;2020;2.873
12 Castellón/Castelló;65 y más;% Extranjeros;Ambos sexos;2020;4,63
12 Castellón/Castelló;65 y más;% Extranjeros;Hombres;2020;4,71
12 Castellón/Castelló;65 y más;% Extranjeros;Mujeres;2020;4,57
13 Ciudad Real;TOTAL EDADES;TOTAL;Ambos sexos;2020;495.045
13 Ciudad Real;TOTAL EDADES;TOTAL;Hombres;2020;244.842
13 Ciudad Real;TOTAL EDADES;TOTAL;Mujeres;2020;250.203
13 Ciudad Real;TOTAL EDADES;Españoles;Ambos sexos;2020;464.022
13 Ciudad Real;TOTAL EDADES;Españoles;Hombres;2020;229.015
13 Ciudad Real;TOTAL EDADES;Españoles;Mujeres;2020;235.007
13 Ciudad Real;TOTAL EDADES;Extranjeros;Ambos sexos;2020;31.023
13 Ciudad Real;TOTAL EDADES;Extranjeros;Hombres;2020;15.827
13 Ciudad Real;TOTAL EDADES;Extranjeros;Mujeres;2020;15.196
13 Ciudad Real;TOTAL EDADES;% Extranjeros;Ambos sexos;2020;6,27
13 Ciudad Real;TOTAL EDADES;% Extranjeros;Hombres;2020;6,46
13 Ciudad Real;TOTAL EDADES;% Extranjeros;Mujeres;2020;6,07
13 Ciudad Real;0-15 años;TOTAL;Ambos sexos;2020;74.327
13 Ciudad Real;0-15 años;TOTAL;Hombres;2020;38.158
13 Ciudad Real;0-15 años;TOTAL;Mujeres;2020;36.169
13 Ciudad Real;0-15 años;Españoles;Ambos sexos;2020;68.791
