Provincias;Edad (3 grupos de edad);Españoles/Extranjeros;Sexo;Año;Total
07 Balears, Illes;TOTAL EDADES;Extranjeros;Hombres;2021;111.378
07 Balears, Illes;TOTAL EDADES;Extranjeros;Mujeres;2021;108.919
07 Balears, Illes;TOTAL EDADES;% Extranjeros;Ambos sexos;2021;18,78
07 Balears, Illes;TOTAL EDADES;% Extranjeros;Hombres;2021;19,04
07 Balears, Illes;TOTAL EDADES;% Extranjeros;Mujeres;2021;18,52
07 Balears, Illes;0-15 años;TOTAL;Ambos sexos;2021;183.014
07 Balears, Illes;0-15 años;TOTAL;Hombres;2021;94.029
07 Balears, Illes;0-15 años;TOTAL;Mujeres;2021;88.985
07 Balears, Illes;0-15 años;Españoles;Ambos sexos;2021;151.446
07 Balears, Illes;0-15 años;Españoles;Hombres;2021;77.855
07 Balears, Illes;0-15 años;Españoles;Mujeres;2021;73.591
07 Balears, Illes;0-15 años;Extranjeros;Ambos sexos;2021;31.568
07 Balears, Illes;0-15 años;Extranjeros;Hombres;2021;16.174
07 Balears, Illes;0-15 años;Extranjeros;Mujeres;2021;15.394
07 Balears, Illes;0-15 años;% Extranjeros;Ambos sexos;2021;17,25
07 Balears, Illes;0-15 años;% Extranjeros;Hombres;2021;17,20
07 Balears, Illes;0-15 años;% Extranjeros;Mujeres;2021;17,30
07 Balears, Illes;16-64 años;TOTAL;Ambos sexos;2021;802.632
07 Balears, Illes;16-64 años;TOTAL;Hombres;2021;407.409
07 Balears, Illes;16-64 años;TOTAL;Mujeres;2021;395.223
07 Balears, Illes;16-64 años;Españoles;Ambos sexos;2021;630.199
07 Balears, Illes;16-64 años;Españoles;Hombres;2021;319.697
07 Balears, Illes;16-64 años;Españoles;Mujeres;2021;310.502
07 Balears, Illes;16-64 años;Extranjeros;Ambos sexos;2021;172.433
07 Balears, Illes;16-64 años;Extranjeros;Hombres;2021;87.712
07 Balears, Illes;16-64 años;Extranjeros;Mujeres;2021;84.721
07 Balears, Illes;16-64 años;% Extranjeros;Ambos sexos;2021;21,48
07 Balears, Illes;16-64 años;% Extranjeros;Hombres;2021;21,53
07 Balears, Illes;16-64 años;% Extranjeros;Mujeres;2021;21,44
07 Balears, Illes;65 y más;TOTAL;Ambos sexos;2021;187.362
07 Balears, Illes;65 y más;TOTAL;Hombres;2021;83.415
07 Balears, Illes;65 y más;TOTAL;Mujeres;2021;103.947
07 Balears, Illes;65 y más;Españoles;Ambos sexos;2021;171.066
07 Balears, Illes;65 y más;Españoles;Hombres;2021;75.923
07 Balears, Illes;65 y más;Españoles;Mujeres;2021;95.143
07 Balears, Illes;65 y más;Extranjeros;Ambos sexos;2021;16.296
07 Balears, Illes;65 y más;Extranjeros;Hombres;2021;7.492
07 Balears, Illes;65 y más;Extranjeros;Mujeres;2021;8.804
07 Balears, Illes;65 y más;% Extranjeros;Ambos sexos;2021;8,70
07 Balears, Illes;65 y más;% Extranjeros;Hombres;2021;8,98
07 Balears, Illes;65 y más;% Extranjeros;Mujeres;2021;8,47
08 Barcelona;TOTAL EDADES;TOTAL;Ambos sexos;2021;5.714.730
08 Barcelona;TOTAL EDADES;TOTAL;Hombres;2021;2.791.250
08 Barcelona;TOTAL EDADES;TOTAL;Mujeres;2021;2.923.480
08 Barcelona;TOTAL EDADES;Españoles;Ambos sexos;2021;4.842.972
08 Barcelona;TOTAL EDADES;Españoles;Hombres;2021;2.344.728
08 Barcelona;TOTAL EDADES;Españoles;Mujeres;2021;2.498.244
08 Barcelona;TOTAL EDADES;Extranjeros;Ambos sexos;2021;871.758
08 Barcelona;TOTAL EDADES;Extranjeros;Hombres;2021;446.522
08 Barcelona;TOTAL EDADES;Extranjeros;Mujeres;2021;425.236
08 Barcelona;TOTAL EDADES;% Extranjeros;Ambos sexos;2021;15,25
08 Barcelona;TOTAL EDADES;% Extranjeros;Hombres;2021;16,00
08 Barcelona;TOTAL EDADES;% Extranjeros;Mujeres;2021;14,55
08 Barcelona;0-15 años;TOTAL;Ambos sexos;2021;888.673
08 Barcelona;0-15 años;TOTAL;Hombres;2021;457.380
08 Barcelona;0-15 años;TOTAL;Mujeres;2021;431.293
08 Barcelona;0-15 años;Españoles;Ambos sexos;2021;759.472
08 Barcelona;0-15 años;Españoles;Hombres;2021;390.709
08 Barcelona;0-15 años;Españoles;Mujeres;2021;368.763
08 Barcelona;0-15 años;Extranjeros;Ambos sexos;2021;129.201
08 Barcelona;0-15 años;Extranjeros;Hombres;2021;66.671
08 Barcelona;0-15 años;Extranjeros;Mujeres;2021;62.530
08 Barcelona;0-15 años;% Extranjeros;Ambos sexos;2021;14,54
08 Barcelona;0-15 años;% Extranjeros;Hombres;2021;14,58
08 Barcelona;0-15 años;% Extranjeros;Mujeres;2021;14,50
08 Barcelona;16-64 años;TOTAL;Ambos sexos;2021;3.735.156
08 Barcelona;16-64 años;TOTAL;Hombres;2021;1.872.508
08 Barcelona;16-64 años;TOTAL;Mujeres;2021;1.862.648
08 Barcelona;16-64 años;Españoles;Ambos sexos;2021;3.024.325
08 Barcelona;16-64 años;Españoles;Hombres;2021;1.506.091
08 Barcelona;16-64 años;Españoles;Mujeres;2021;1.518.234
08 Barcelona;16-64 años;Extranjeros;Ambos sexos;2021;710.831
08 Barcelona;16-64 años;Extranjeros;Hombres;2021;366.417
08 Barcelona;16-64 años;Extranjeros;Mujeres;2021;344.414
08 Barcelona;16-64 años;% Extranjeros;Ambos sexos;2021;19,03
08 Barcelona;16-64 años;% Extranjeros;Hombres;2021;19,57
08 Barcelona;16-64 años;% Extranjeros;Mujeres;2021;18,49
08 Barcelona;65 y más;TOTAL;Ambos sexos;2021;1.090.901
08 Barcelona;65 y más;TOTAL;Hombres;2021;461.362
08 Barcelona;65 y más;TOTAL;Mujeres;2021;629.539
08 Barcelona;65 y más;Españoles;Ambos sexos;2021;1.059.175
08 Barcelona;65 y más;Españoles;Hombres;2021;447.928
08 Barcelona;65 y más;Españoles;Mujeres;2021;611.247
08 Barcelona;65 y más;Extranjeros;Ambos sexos;2021;31.726
08 Barcelona;65 y más;Extranjeros;Hombres;2021;13.434
08 Barcelona;65 y más;Extranjeros;Mujeres;2021;18.292
08 Barcelona;65 y más;% Extranjeros;Ambos sexos;2021;2,91
08 Barcelona;65 y más;% Extranjeros;Hombres;2021;2,91
08 Barcelona;65 y más;% Extranjeros;Mujeres;2021;2,91
48 Bizkaia;TOTAL EDADES;TOTAL;Ambos sexos;2021;1.154.334
48 Bizkaia;TOTAL EDADES;TOTAL;Hombres;2021;557.416
48 Bizkaia;TOTAL EDADES;TOTAL;Mujeres;2021;596.918
48 Bizkaia;TOTAL EDADES;Españoles;Ambos sexos;2021;1.064.727
48 Bizkaia;TOTAL EDADES;Españoles;Hombres;2021;512.619
48 Bizkaia;TOTAL EDADES;Españoles;Mujeres;2021;552.108
48 Bizkaia;TOTAL EDADES;Extranjeros;Ambos sexos;2021;89.607
48 Bizkaia;TOTAL EDADES;Extranjeros;Hombres;2021;44.797
48 Bizkaia;TOTAL EDADES;Extranjeros;Mujeres;2021;44.810
48 Bizkaia;TOTAL EDADES;% Extranjeros;Ambos sexos;2021;7,76
48 Bizkaia;TOTAL EDADES;% Extranjeros;Hombres;2021;8,04
48 Bizkaia;TOTAL EDADES;% Extranjeros;Mujeres;2021;7,51
48 Bizkaia;0-15 años;TOTAL;Ambos sexos;2021;157.088
48 Bizkaia;0-15 años;TOTAL;Hombres;2021;80.823
48 Bizkaia;0-15 años;TOTAL;Mujeres;2021;76.265
48 Bizkaia;0-15 años;Españoles;Ambos sexos;2021;143.937
48 Bizkaia;0-15 años;Españoles;Hombres;2021;73.949
48 Bizkaia;0-15 años;Españoles;Mujeres;2021;69.988
48 Bizkaia;0-15 años;Extranjeros;Ambos sexos;2021;13.151
48 Bizkaia;0-15 años;Extranjeros;Hombres;2021;6.874
48 Bizkaia;0-15 años;Extranjeros;Mujeres;2021;6.277
48 Bizkaia;0-15 años;% Extranjeros;Ambos sexos;2021;8,37
48 Bizkaia;0-15 años;% Extranjeros;Hombres;2021;8,51
48 Bizkaia;0-15 años;% Extranjeros;Mujeres;2021;8,23
48 Bizkaia;16-64 años;TOTAL;Ambos sexos;2021;728.792
48 Bizkaia;16-64 años;TOTAL;Hombres;2021;363.873
48 Bizkaia;16-64 años;TOTAL;Mujeres;2021;364.919
48 Bizkaia;16-64 años;Españoles;Ambos sexos;2021;654.771
48 Bizkaia;16-64 años;Españoles;Hombres;2021;326.914
48 Bizkaia;16-64 años;Españoles;Mujeres;2021;327.857
48 Bizkaia;16-64 años;Extranjeros;Ambos sexos;2021;74.021
48 Bizkaia;16-64 años;Extranjeros;Hombres;2021;36.959
48 Bizkaia;16-64 años;Extranjeros;Mujeres;2021;37.062
48 Bizkaia;16-64 años;% Extranjeros;Ambos sexos;2021;10,16
48 Bizkaia;16-64 años;% Extranjeros;Hombres;2021;10,16
48 Bizkaia;16-64 años;% Extranjeros;Mujeres;2021;10,16
48 Bizkaia;65 y más;TOTAL;Ambos sexos;2021;268.454
48 Bizkaia;65 y más;TOTAL;Hombres;2021;112.720
48 Bizkaia;65 y más;TOTAL;Mujeres;2021;155.734
48 Bizkaia;65 y más;Españoles;Ambos sexos;2021;266.019
48 Bizkaia;65 y más;Españoles;Hombres;2021;111.756
48 Bizkaia;65 y más;Españoles;Mujeres;2021;154.263
48 Bizkaia;65 y más;Extranjeros;Ambos sexos;2021;2.435
48 Bizkaia;65 y más;Extranjeros;Hombres;2021;964
48 Bizkaia;65 y más;Extranjeros;Mujeres;2021;1.471
48 Bizkaia;65 y más;% Extranjeros;Ambos sexos;2021;0,91
48 Bizkaia;65 y más;% Extranjeros;Hombres;2021;0,86
48 Bizkaia;65 y más;% Extranjeros;Mujeres;2021;0,94
09 Burgos;TOTAL EDADES;TOTAL;Ambos sexos;2021;356.055
09 Burgos;TOTAL EDADES;TOTAL;Hombres;2021;177.920
09 Burgos;TOTAL EDADES;TOTAL;Mujeres;2021;178.135
09 Burgos;TOTAL EDADES;Españoles;Ambos sexos;2021;327.177
09 Burgos;TOTAL EDADES;Españoles;Hombres;2021;163.420
09 Burgos;TOTAL EDADES;Españoles;Mujeres;2021;163.757
09 Burgos;TOTAL EDADES;Extranjeros;Ambos sexos;2021;28.878
09 Burgos;TOTAL EDADES;Extranjeros;Hombres;2021;14.500
09 Burgos;TOTAL EDADES;Extranjeros;Mujeres;2021;14.378
09 Burgos;TOTAL EDADES;% Extranjeros;Ambos sexos;2021;8,11
09 Burgos;TOTAL EDADES;% Extranjeros;Hombres;2021;8,15
09 Burgos;TOTAL EDADES;% Extranjeros;Mujeres;2021;8,07
09 Burgos;0-15 años;TOTAL;Ambos sexos;2021;48.046
09 Burgos;0-15 años;TOTAL;Hombres;2021;24.709
09 Burgos;0-15 años;TOTAL;Mujeres;2021;23.337
09 Burgos;0-15 años;Españoles;Ambos sexos;2021;43.346
09 Burgos;0-15 años;Españoles;Hombres;2021;22.330
09 Burgos;0-15 años;Españoles;Mujeres;2021;21.016
09 Burgos;0-15 años;Extranjeros;Ambos sexos;2021;4.700
09 Burgos;0-15 años;Extranjeros;Hombres;2021;2.379
09 Burgos;0-15 años;Extranjeros;Mujeres;2021;2.321
09 Burgos;0-15 años;% Extranjeros;Ambos sexos;2021;9,78
09 Burgos;0-15 años;% Extranjeros;Hombres;2021;9,63
09 Burgos;0-15 años;% Extranjeros;Mujeres;2021;9,95
09 Burgos;16-64 años;TOTAL;Ambos sexos;2021;221.946
09 Burgos;16-64 años;TOTAL;Hombres;2021;114.112
09 Burgos;16-64 años;TOTAL;Mujeres;2021;107.834
09 Burgos;16-64 años;Españoles;Ambos sexos;2021;198.752
09 Burgos;16-64 años;Españoles;Hombres;2021;102.439
09 Burgos;16-64 años;Españoles;Mujeres;2021;96.313
09 Burgos;16-64 años;Extranjeros;Ambos sexos;2021;23.194
09 Burgos;16-64 años;Extranjeros;Hombres;2021;11.673
09 Burgos;16-64 años;Extranjeros;Mujeres;2021;11.521
09 Burgos;16-64 años;% Extranjeros;Ambos sexos;2021;10,45
09 Burgos;16-64 años;% Extranjeros;Hombres;2021;10,23
09 Burgos;16-64 años;% Extranjeros;Mujeres;2021;10,68
09 Burgos;65 y más;TOTAL;Ambos sexos;2021;86.063
09 Burgos;65 y más;TOTAL;Hombres;2021;39.099
09 Burgos;65 y más;TOTAL;Mujeres;2021;46.964
09 Burgos;65 y más;Españoles;Ambos sexos;2021;85.079
09 Burgos;65 y más;Españoles;Hombres;2021;38.651
09 Burgos;65 y más;Españoles;Mujeres;2021;46.428
09 Burgos;65 y más;Extranjeros;Ambos sexos;2021;984
09 Burgos;65 y más;Extranjeros;Hombres;2021;448
09 Burgos;65 y más;Extranjeros;Mujeres;2021;536
09 Burgos;65 y más;% Extranjeros;Ambos sexos;2021;1,14
09 Burgos;65 y más;% Extranjeros;Hombres;2021;1,15
09 Burgos;65 y más;% Extranjeros;Mujeres;2021;1,14
10 Cáceres;TOTAL EDADES;TOTAL;Ambos sexos;2021;389.558
10 Cáceres;TOTAL EDADES;TOTAL;Hombres;2021;192.951
10 Cáceres;TOTAL EDADES;TOTAL;Mujeres;2021;196.607
10 Cáceres;TOTAL EDADES;Españoles;Ambos sexos;2021;375.955
10 Cáceres;TOTAL EDADES;Españoles;Hombres;2021;186.187
10 Cáceres;TOTAL EDADES;Españoles;Mujeres;2021;189.768
10 Cáceres;TOTAL EDADES;Extranjeros;Ambos sexos;2021;13.603
10 Cáceres;TOTAL EDADES;Extranjeros;Hombres;2021;6.764
10 Cáceres;TOTAL EDADES;Extranjeros;Mujeres;2021;6.839
10 Cáceres;TOTAL EDADES;% Extranjeros;Ambos sexos;2021;3,49
10 Cáceres;TOTAL EDADES;% Extranjeros;Hombres;2021;3,51
10 Cáceres;TOTAL EDADES;% Extranjeros;Mujeres;2021;3,48
10 Cáceres;0-15 años;TOTAL;Ambos sexos;2021;50.032
10 Cáceres;0-15 años;TOTAL;Hombres;2021;25.676
10 Cáceres;0-15 años;TOTAL;Mujeres;2021;24.356
10 Cáceres;0-15 años;Españoles;Ambos sexos;2021;47.897
10 Cáceres;0-15 años;Españoles;Hombres;2021;24.590
10 Cáceres;0-15 años;Españoles;Mujeres;2021;23.307
10 Cáceres;0-15 años;Extranjeros;Ambos sexos;2021;2.135
10 Cáceres;0-15 años;Extranjeros;Hombres;2021;1.086
10 Cáceres;0-15 años;Extranjeros;Mujeres;2021;1.049
10 Cáceres;0-15 años;% Extranjeros;Ambos sexos;2021;4,27
10 Cáceres;0-15 años;% Extranjeros;Hombres;2021;4,23
10 Cáceres;0-15 años;% Extranjeros;Mujeres;2021;4,31
10 Cáceres;16-64 años;TOTAL;Ambos sexos;2021;248.162
10 Cáceres;16-64 años;TOTAL;Hombres;2021;126.803
10 Cáceres;16-64 años;TOTAL;Mujeres;2021;121.359
10 Cáceres;16-64 años;Españoles;Ambos sexos;2021;237.617
10 Cáceres;16-64 años;Españoles;Hombres;2021;121.601
10 Cáceres;16-64 años;Españoles;Mujeres;2021;116.016
10 Cáceres;16-64 años;Extranjeros;Ambos sexos;2021;10.545
10 Cáceres;16-64 años;Extranjeros;Hombres;2021;5.202
10 Cáceres;16-64 años;Extranjeros;Mujeres;2021;5.343
10 Cáceres;16-64 años;% Extranjeros;Ambos sexos;2021;4,25
10 Cáceres;16-64 años;% Extranjeros;Hombres;2021;4,10
10 Cáceres;16-64 años;% Extranjeros;Mujeres;2021;4,40
10 Cáceres;65 y más;TOTAL;Ambos sexos;2021;91.364
10 Cáceres;65 y más;TOTAL;Hombres;2021;40.472
10 Cáceres;65 y más;TOTAL;Mujeres;2021;50.892
10 Cáceres;65 y más;Españoles;Ambos sexos;2021;90.441
10 Cáceres;65 y más;Españoles;Hombres;2021;39.996
10 Cáceres;65 y más;Españoles;Mujeres;2021;50.445
10 Cáceres;65 y más;Extranjeros;Ambos sexos;2021;923
10 Cáceres;65 y más;Extranjeros;Hombres;2021;476
10 Cáceres;65 y más;Extranjeros;Mujeres;2021;447
10 Cáceres;65 y más;% Extranjeros;Ambos sexos;2021;1,01
10 Cáceres;65 y más;% Extranjeros;Hombres;2021;1,18
10 Cáceres;65 y más;% Extranjeros;Mujeres;2021;0,88
11 Cádiz;TOTAL EDADES;TOTAL;Ambos sexos;2021;1.245.960
11 Cádiz;TOTAL EDADES;TOTAL;Hombres;2021;614.084
11 Cádiz;TOTAL EDADES;TOTAL;Mujeres;2021;631.876
11 Cádiz;TOTAL EDADES;Españoles;Ambos sexos;2021;1.195.351
11 Cádiz;TOTAL EDADES;Españoles;Hombres;2021;588.916
11 Cádiz;TOTAL EDADES;Españoles;Mujeres;2021;606.435
11 Cádiz;TOTAL EDADES;Extranjeros;Ambos sexos;2021;50.609
11 Cádiz;TOTAL EDADES;Extranjeros;Hombres;2021;25.168
11 Cádiz;TOTAL EDADES;Extranjeros;Mujeres;2021;25.441
11 Cádiz;TOTAL EDADES;% Extranjeros;Ambos sexos;2021;4,06
11 Cádiz;TOTAL EDADES;% Extranjeros;Hombres;2021;4,10
11 Cádiz;TOTAL EDADES;% Extranjeros;Mujeres;2021;4,03
11 Cádiz;0-15 años;TOTAL;Ambos sexos;2021;203.629
11 Cádiz;0-15 años;TOTAL;Hombres;2021;104.623
11 Cádiz;0-15 años;TOTAL;Mujeres;2021;99.006
11 Cádiz;0-15 años;Españoles;Ambos sexos;2021;196.595
11 Cádiz;0-15 años;Españoles;Hombres;2021;101.111
11 Cádiz;0-15 años;Españoles;Mujeres;2021;95.484
11 Cádiz;0-15 años;Extranjeros;Ambos sexos;2021;7.034
11 Cádiz;0-15 años;Extranjeros;Hombres;2021;3.512
11 Cádiz;0-15 años;Extranjeros;Mujeres;2021;3.522
11 Cádiz;0-15 años;% Extranjeros;Ambos sexos;2021;3,45
11 Cádiz;0-15 años;% Extranjeros;Hombres;2021;3,36
11 Cádiz;0-15 años;% Extranjeros;Mujeres;2021;3,56
11 Cádiz;16-64 años;TOTAL;Ambos sexos;2021;827.841
11 Cádiz;16-64 años;TOTAL;Hombres;2021;414.950
11 Cádiz;16-64 años;TOTAL;Mujeres;2021;412.891
11 Cádiz;16-64 años;Españoles;Ambos sexos;2021;788.739
11 Cádiz;16-64 años;Españoles;Hombres;2021;395.620
11 Cádiz;16-64 años;Españoles;Mujeres;2021;393.119
11 Cádiz;16-64 años;Extranjeros;Ambos sexos;2021;39.102
11 Cádiz;16-64 años;Extranjeros;Hombres;2021;19.330
11 Cádiz;16-64 años;Extranjeros;Mujeres;2021;19.772
11 Cádiz;16-64 años;% Extranjeros;Ambos sexos;2021;4,72
11 Cádiz;16-64 años;% Extranjeros;Hombres;2021;4,66
11 Cádiz;16-64 años;% Extranjeros;Mujeres;2021;4,79
11 Cádiz;65 y más;TOTAL;Ambos sexos;2021;214.490
11 Cádiz;65 y más;TOTAL;Hombres;2021;94.511
11 Cádiz;65 y más;TOTAL;Mujeres;2021;119.979
11 Cádiz;65 y más;Españoles;Ambos sexos;2021;210.017
11 Cádiz;65 y más;Españoles;Hombres;2021;92.185
11 Cádiz;65 y más;Españoles;Mujeres;2021;117.832
11 Cádiz;65 y más;Extranjeros;Ambos sexos;2021;4.473
11 Cádiz;65 y más;Extranjeros;Hombres;2021;2.326
11 Cádiz;65 y más;Extranjeros;Mujeres;2021;2.147
11 Cádiz;65 y más;% Extranjeros;Ambos sexos;2021;2,09
11 Cádiz;65 y más;% Extranjeros;Hombres;2021;2,46
11 Cádiz;65 y más;% Extranjeros;Mujeres;2021;1,79
39 Cantabria;TOTAL EDADES;TOTAL;Ambos sexos;2021;584.507
39 Cantabria;TOTAL EDADES;TOTAL;Hombres;2021;283.378
39 Cantabria;TOTAL EDADES;TOTAL;Mujeres;2021;301.129
39 Cantabria;TOTAL EDADES;Españoles;Ambos sexos;2021;548.340
39 Cantabria;TOTAL EDADES;Españoles;Hombres;2021;266.157
39 Cantabria;TOTAL EDADES;Españoles;Mujeres;2021;282.183
39 Cantabria;TOTAL EDADES;Extranjeros;Ambos sexos;2021;36.167
39 Cantabria;TOTAL EDADES;Extranjeros;Hombres;2021;17.221
39 Cantabria;TOTAL EDADES;Extranjeros;Mujeres;2021;18.946
39 Cantabria;TOTAL EDADES;% Extranjeros;Ambos sexos;2021;6,19
39 Cantabria;TOTAL EDADES;% Extranjeros;Hombres;2021;6,08
39 Cantabria;TOTAL EDADES;% Extranjeros;Mujeres;2021;6,29
39 Cantabria;0-15 años;TOTAL;Ambos sexos;2021;79.966
39 Cantabria;0-15 años;TOTAL;Hombres;2021;40.972
39 Cantabria;0-15 años;TOTAL;Mujeres;2021;38.994
39 Cantabria;0-15 años;Españoles;Ambos sexos;2021;74.849
39 Cantabria;0-15 años;Españoles;Hombres;2021;38.393
39 Cantabria;0-15 años;Españoles;Mujeres;2021;36.456
39 Cantabria;0-15 años;Extranjeros;Ambos sexos;2021;5.117
39 Cantabria;0-15 años;Extranjeros;Hombres;2021;2.579
39 Cantabria;0-15 años;Extranjeros;Mujeres;2021;2.538
39 Cantabria;0-15 años;% Extranjeros;Ambos sexos;2021;6,40
39 Cantabria;0-15 años;% Extranjeros;Hombres;2021;6,29
39 Cantabria;0-15 años;% Extranjeros;Mujeres;2021;6,51
39 Cantabria;16-64 años;TOTAL;Ambos sexos;2021;372.525
39 Cantabria;16-64 años;TOTAL;Hombres;2021;185.867
39 Cantabria;16-64 años;TOTAL;Mujeres;2021;186.658
39 Cantabria;16-64 años;Españoles;Ambos sexos;2021;343.306
39 Cantabria;16-64 años;Españoles;Hombres;2021;171.958
39 Cantabria;16-64 años;Españoles;Mujeres;2021;171.348
39 Cantabria;16-64 años;Extranjeros;Ambos sexos;2021;29.219
39 Cantabria;16-64 años;Extranjeros;Hombres;2021;13.909
39 Cantabria;16-64 años;Extranjeros;Mujeres;2021;15.310
39 Cantabria;16-64 años;% Extranjeros;Ambos sexos;2021;7,84
39 Cantabria;16-64 años;% Extranjeros;Hombres;2021;7,48
39 Cantabria;16-64 años;% Extranjeros;Mujeres;2021;8,20
39 Cantabria;65 y más;TOTAL;Ambos sexos;2021;132.016
39 Cantabria;65 y más;TOTAL;Hombres;2021;56.539
39 Cantabria;65 y más;TOTAL;Mujeres;2021;75.477
39 Cantabria;65 y más;Españoles;Ambos sexos;2021;130.185
39 Cantabria;65 y más;Españoles;Hombres;2021;55.806
39 Cantabria;65 y más;Españoles;Mujeres;2021;74.379
39 Cantabria;65 y más;Extranjeros;Ambos sexos;2021;1.831
39 Cantabria;65 y más;Extranjeros;Hombres;2021;733
39 Cantabria;65 y más;Extranjeros;Mujeres;2021;1.098
39 Cantabria;65 y más;% Extranjeros;Ambos sexos;2021;1,39
39 Cantabria;65 y más;% Extranjeros;Hombres;2021;1,30
39 Cantabria;65 y más;% Extranjeros;Mujeres;2021;1,45
12 Castellón/Castelló;TOTAL EDADES;TOTAL;Ambos sexos;2021;587.064
12 Castellón/Castelló;TOTAL EDADES;TOTAL;Hombres;2021;291.415
12 Castellón/Castelló;TOTAL EDADES;TOTAL;Mujeres;2021;295.649
12 Castellón/Castelló;TOTAL EDADES;Españoles;Ambos sexos;2021;497.919
12 Castellón/Castelló;TOTAL EDADES;Españoles;Hombres;2021;247.218
12 Castellón/Castelló;TOTAL EDADES;Españoles;Mujeres;2021;250.701
12 Castellón/Castelló;TOTAL EDADES;Extranjeros;Ambos sexos;2021;89.145
12 Castellón/Castelló;TOTAL EDADES;Extranjeros;Hombres;2021;44.197
12 Castellón/Castelló;TOTAL EDADES;Extranjeros;Mujeres;2021;44.948
12 Castellón/Castelló;TOTAL EDADES;% Extranjeros;Ambos sexos;2021;15,18
12 Castellón/Castelló;TOTAL EDADES;% Extranjeros;Hombres;2021;15,17
12 Castellón/Castelló;TOTAL EDADES;% Extranjeros;Mujeres;2021;15,20
12 Castellón/Castelló;0-15 años;TOTAL;Ambos sexos;2021;91.032
12 Castellón/Castelló;0-15 años;TOTAL;Hombres;2021;47.028
12 Castellón/Castelló;0-15 años;TOTAL;Mujeres;2021;44.004
12 Castellón/Castelló;0-15 años;Españoles;Ambos sexos;2021;75.722
12 Castellón/Castelló;0-15 años;Españoles;Hombres;2021;38.979
12 Castellón/Castelló;0-15 años;Españoles;Mujeres;2021;36.743
12 Castellón/Castelló;0-15 años;Extranjeros;Ambos sexos;2021;15.310
12 Castellón/Castelló;0-15 años;Extranjeros;Hombres;2021;8.049
12 Castellón/Castelló;0-15 años;Extranjeros;Mujeres;2021;7.261
12 Castellón/Castelló;0-15 años;% Extranjeros;Ambos sexos;2021;16,82
12 Castellón/Castelló;0-15 años;% Extranjeros;Hombres;2021;17,12
12 Castellón/Castelló;0-15 años;% Extranjeros;Mujeres;2021;16,50
12 Castellón/Castelló;16-64 años;TOTAL;Ambos sexos;2021;380.776
12 Castellón/Castelló;16-64 años;TOTAL;Hombres;2021;193.076
12 Castellón/Castelló;16-64 años;TOTAL;Mujeres;2021;187.700
12 Castellón/Castelló;16-64 años;Españoles;Ambos sexos;2021;312.603
12 Castellón/Castelló;16-64 años;Españoles;Hombres;2021;159.523
12 Castellón/Castelló;16-64 años;Españoles;Mujeres;2021;153.080
12 Castellón/Castelló;16-64 años;Extranjeros;Ambos sexos;2021;68.173
12 Castellón/Castelló;16-64 años;Extranjeros;Hombres;2021;33.553
12 Castellón/Castelló;16-64 años;Extranjeros;Mujeres;2021;34.620
12 Castellón/Castelló;16-64 años;% Extranjeros;Ambos sexos;2021;17,90
12 Castellón/Castelló;16-64 años;% Extranjeros;Hombres;2021;17,38
12 Castellón/Castelló;16-64 años;% Extranjeros;Mujeres;2021;18,44
12 Castellón/Castelló;65 y más;TOTAL;Ambos sexos;2021;115.256
12 Castellón/Castelló;65 y más;TOTAL;Hombres;2021;51.311
12 Castellón/Castelló;65 y más;TOTAL;Mujeres;2021;63.945
12 Castellón/Castelló;65 y más;Españoles;Ambos sexos;2021;109.594
12 Castellón/Castelló;65 y más;Españoles;Hombres;2021;48.716
12 Castellón/Castelló;65 y más;Españoles;Mujeres;2021;60.878
12 Castellón/Castelló;65 y más;Extranjeros;Ambos sexos;2021;5.662
12 Castellón/Castelló;65 y más;Extranjeros;Hombres;2021;2.595
12 Castellón/Castelló;65 y más;Extranjeros;Mujeres;2021;3.067
12 Castellón/Castelló;65 y más;% Extranjeros;Ambos sexos;2021;4,91
12 Castellón/Castelló;65 y más;% Extranjeros;Hombres;2021;5,06
12 Castellón/Castelló;65 y más;% Extranjeros;Mujeres;2021;4,80
13 Ciudad Real;TOTAL EDADES;TOTAL;Ambos sexos;2021;492.591
13 Ciudad Real;TOTAL EDADES;TOTAL;Hombres;2021;243.763
13 Ciudad Real;TOTAL EDADES;TOTAL;Mujeres;2021;248.828
13 Ciudad Real;TOTAL EDADES;Españoles;Ambos sexos;2021;461.396
13 Ciudad Real;TOTAL EDADES;Españoles;Hombres;2021;227.826
13 Ciudad Real;TOTAL EDADES;Españoles;Mujeres;2021;233.570
13 Ciudad Real;TOTAL EDADES;Extranjeros;Ambos sexos;2021;31.195
13 Ciudad Real;TOTAL EDADES;Extranjeros;Hombres;2021;15.937
13 Ciudad Real;TOTAL EDADES;Extranjeros;Mujeres;2021;15.258
13 Ciudad Real;TOTAL EDADES;% Extranjeros;Ambos sexos;2021;6,33
13 Ciudad Real;TOTAL EDADES;% Extranjeros;Hombres;2021;6,54
13 Ciudad Real;TOTAL EDADES;% Extranjeros;Mujeres;2021;6,13
13 Ciudad Real;0-15 años;TOTAL;Ambos sexos;2021;72.922
13 Ciudad Real;0-15 años;TOTAL;Hombres;2021;37.354
13 Ciudad Real;0-15 años;TOTAL;Mujeres;2021;35.568
13 Ciudad Real;0-15 años;Españoles;Ambos sexos;2021;67.485
